Sensor1	Sensor2	Sensor3	Sensor4	Sensor5	Sensor6	Sensor7	Sensor8	CO	C6H6	NOx	NO2
869	673	1033	1307	688	18.8	63.0	1.3582	0.6	3.3	102	53
1013	905	804	1499	974	18.3	65.5	1.3686	1.4	8.1	231	79
1515	1584	496	2288	1591	18.2	66.1	1.3679	5.6	31.4	699	133
1587	1795	425	2531	1820	19.6	60.7	1.3713	7.3	41.2	738	148
1490	1487	508	2115	1807	22.6	51.4	1.3920	5.3	27.3	665	161
1435	1408	537	1991	1704	25.8	44.2	1.4512	4.4	24.2	598	191
1246	1209	632	1792	1270	28.5	39.0	1.4928	3.1	17.0	340	158
1266	1231	615	1768	1265	30.1	35.1	1.4782	3.3	17.7	374	157
1277	1277	586	1846	1226	29.4	36.4	1.4718	3.8	19.3	401	188
1142	1073	671	1635	987	29.2	37.9	1.5116	2.3	12.7	275	143
1207	1136	645	1696	1024	30.5	34.9	1.5015	2.6	14.6	278	152
1252	1233	618	1759	1127	31.5	31.4	1.4310	3.2	17.8	342	168
1399	1468	531	2072	1442	31.2	31.4	1.3987	5	26.6	479	205
1464	1559	485	2158	1639	28.5	37.2	1.4282	5.6	30.3	553	204
1422	1520	494	2087	1624	26.7	42.3	1.4618	5.4	28.7	531	210
1308	1297	567	1899	1454	24.8	49.0	1.5092	4.4	20.0	428	173
1137	1047	680	1620	1138	23.6	53.6	1.5374	2.4	11.9	229	123
1040	903	782	1494	951	23.0	55.8	1.5480	1.5	8.1	145	92
1018	885	809	1491	864	22.1	58.4	1.5393	1.3	7.7	112	77
962	808	866	1430	868	22.6	56.3	1.5233	1.1	5.9	99	74
930	768	916	1409	825	21.0	61.3	1.5031	1	5.1	98	74
812	613	1133	1302	626	23.0	54.0	1.5010	0.6	2.4	54	47
878	702	949	1373	822	18.3	70.8	1.4794	0.6	3.8	59	44
922	764	892	1415	905	18.1	72.5	1.4876	0.8	5.0	162	69
1047	965	737	1606	1075	18.3	71.0	1.4807	1.5	9.7	268	79
1376	1452	521	2123	1541	18.5	68.9	1.4565	4	25.9	531	108
1514	1648	457	2400	1749	20.1	62.7	1.4610	5.5	34.3	517	119
1494	1528	479	2201	1798	23.5	52.0	1.4833	5.5	29.0	701	165
1316	1298	562	1888	1584	26.8	42.7	1.4864	3.7	20.0	510	172
1269	1247	597	1813	1441	29.1	36.7	1.4543	3.3	18.3	415	180
1152	1099	674	1631	1093	30.8	32.0	1.4014	2.5	13.4	243	130
1138	1117	657	1646	1019	27.9	37.0	1.3720	2.6	14.0	267	120
1132	1052	680	1609	944	28.5	37.3	1.4291	2.2	12.1	233	117
1186	1159	640	1701	1046	30.2	32.9	1.3865	2.6	15.3	295	141
1228	1184	657	1724	1089	32.9	27.7	1.3622	2.9	16.1	309	151
1424	1486	523	2084	1537	32.2	28.8	1.3624	5	27.3	506	218
1427	1458	507	2049	1566	28.8	39.0	1.5203	5.1	26.2	479	213
1387	1473	508	2065	1510	26.7	43.3	1.4881	5.2	26.7	460	194
1284	1249	582	1842	1300	24.6	54.0	1.6461	3.8	18.3	363	167
1110	1045	688	1638	1058	23.4	59.9	1.6992	2.2	11.9	213	115
1110	1032	702	1650	1002	22.5	62.6	1.6883	2.1	11.5	183	98
1077	964	749	1571	923	22.9	62.0	1.7127	1.8	9.6	163	93
1037	898	793	1539	836	22.2	64.9	1.7190	1.6	8.0	152	87
1002	854	818	1513	779	21.4	68.5	1.7261	1.4	6.9	104	71
865	694	989	1385	678	22.2	63.0	1.6673	0.8	3.7	61	49
847	620	1085	1339	670	22.9	57.5	1.5879	0.5	2.5	84	58
961	828	892	1491	837	21.3	63.2	1.5794	0.9	6.3	132	66
1336	1340	540	2049	1400	21.3	63.5	1.5941	3.2	21.6	422	112
1251	1264	582	1897	1393	23.7	54.4	1.5765	3	18.8	282	104
1290	1244	604	1853	1415	25.0	50.8	1.5903	3	18.1	293	103
1215	1141	631	1766	1285	26.3	48.1	1.6199	2	14.8	334	118
1248	1177	608	1784	1230	26.4	47.3	1.6006	3	15.9	324	129
1233	1184	610	1775	1147	29.3	39.5	1.5855	3	16.1	294	127
1229	1217	599	1795	1107	29.0	39.6	1.5581	3	17.2	273	130
1206	1175	618	1746	1068	29.8	38.0	1.5642	3	15.8	275	130
1215	1150	608	1733	1115	30.4	37.2	1.5880	3	15.1	282	118
1330	1264	586	1860	1362	31.5	34.9	1.5903	3	18.9	323	146
1446	1434	522	2075	1619	31.6	34.8	1.5925	5	25.2	442	190
1446	1458	501	2059	1572	29.0	40.5	1.5949	5	26.1	431	189
1421	1444	510	2056	1446	27.2	45.9	1.6302	5	25.6	402	173
1247	1206	600	1785	1233	26.2	48.7	1.6256	3	16.9	313	148
1168	1070	667	1646	1102	25.1	50.5	1.5840	2	12.6	228	116
1111	991	721	1559	1028	24.1	50.7	1.4959	2	10.3	218	109
1071	934	763	1504	942	22.5	53.7	1.4486	2	8.9	179	94
969	835	859	1437	773	22.7	53.7	1.4580	1	6.5	97	64
942	780	915	1419	737	21.5	57.9	1.4658	1	5.3	83	59
923	744	908	1394	815	22.3	55.8	1.4828	1	4.6	80	64
851	618	1099	1351	642	21.1	59.9	1.4789	0	2.5	66	52
868	639	1093	1367	610	20.4	63.0	1.4946	1	2.8	109	55
1062	915	792	1579	929	20.8	62.2	1.5119	1	8.4	232	83
1418	1328	546	2017	1427	21.3	61.6	1.5452	4	21.1	535	114
1600	1641	440	2430	1776	21.9	60.2	1.5600	6	34.0	684	137
1583	1538	461	2214	1788	23.0	56.4	1.5614	6	29.4	803	160
1338	1305	543	1929	1521	25.1	49.5	1.5572	3	20.3	539	138
1285	1252	581	1866	1293	26.6	44.3	1.5229	3	18.4	364	134
1376	1359	530	1998	1435	26.2	46.0	1.5422	4	22.3	422	143
1467	1477	491	2114	1592	25.4	48.7	1.5594	5	26.9	483	153
1442	1403	518	2026	1551	25.6	48.3	1.5580	4	24.0	496	145
1358	1277	563	1892	1429	25.7	47.8	1.5548	3	19.3	403	123
1222	1133	624	1698	1195	24.9	49.2	1.5251	3	14.5	282	96
1134	1017	724	1632	981	18.3	75.4	1.5682	2	11.1	268	107
1120	993	725	1565	962	16.3	73.9	1.3601	3	10.4	306	119
1103	997	736	1552	914	15.6	75.7	1.3345	3	10.5	293	109
985	805	895	1390	785	15.4	76.6	1.3334	2	5.8	240	107
795	596	1227	1188	482	14.0	75.4	1.1988	1	2.2	93	57
787	584	1317	1129	446	14.9	60.5	1.0213	1	2.0	99	60
839	701	1128	1156	553	15.5	50.9	0.8880	1	3.8	55	22
835	705	1117	1161	592	15.6	50.0	0.8773	1	3.9	19	2
837	693	1096	1178	584	15.4	53.6	0.9326	1	3.7	26	7
761	563	1316	1106	451	15.4	53.9	0.9334	1	1.7	26	8
724	495	1531	1071	391	15.3	53.1	0.9181	0	1.0	42	27
718	486	1531	1072	398	15.4	53.7	0.9295	0	0.9	32	14
744	525	1434	1097	430	15.5	53.3	0.9308	0	1.3	25	3
782	591	1287	1130	461	15.4	52.7	0.9178	1	2.1	28	9
798	619	1204	1138	500	15.7	51.1	0.9056	1	2.5	41	14
867	744	1067	1207	594	16.9	47.7	0.9142	1	4.6	130	52
862	729	1103	1171	603	18.2	41.9	0.8674	1	4.3	173	64
915	834	1006	1243	686	19.1	37.0	0.8104	2	6.5	168	66
857	813	1040	1183	622	19.3	34.8	0.7710	1	6.0	51	14
837	812	1065	1171	624	19.8	31.2	0.7127	1	6.0	31	9
805	740	1161	1117	565	19.8	31.1	0.7104	1	4.5	41	12
781	705	1203	1068	514	20.2	28.6	0.6717	1	3.9	41	14
815	743	1183	1095	536	22.1	24.8	0.6514	1	4.6	54	21
877	844	1048	1193	669	21.1	27.7	0.6853	1	6.7	112	43
926	935	931	1262	786	20.1	30.3	0.7045	2	8.9	178	62
987	971	876	1312	891	19.5	33.0	0.7384	2	9.8	218	68
1004	1007	848	1321	926	19.3	32.3	0.7163	3	10.8	241	81
897	875	937	1227	902	18.4	33.2	0.6975	2	7.4	223	88
1002	989	840	1358	1011	17.8	36.5	0.7366	2	10.3	279	99
1126	1111	746	1473	1249	17.8	39.9	0.8035	3	13.8	330	98
1067	1013	794	1350	1133	17.0	43.0	0.8242	2	10.9	330	97
1063	1040	739	1413	1166	15.5	52.2	0.9136	3	11.7	341	101
915	893	872	1287	953	15.6	51.9	0.9135	1	7.8	205	90
816	739	999	1188	793	12.5	63.2	0.9146	1	4.5	102	55
768	671	1128	1153	700	13.6	57.6	0.8941	1	3.3	79	46
835	785	989	1224	780	12.2	63.2	0.8964	1	5.4	148	56
944	908	865	1321	931	14.6	56.4	0.9319	2	8.2	261	83
810	651	1170	1117	575	19.8	38.6	0.8831	1	3.0	107	55
819	655	1222	1104	507	21.6	33.4	0.8519	1	3.0	103	47
844	680	1147	1129	518	22.0	32.2	0.8407	1	3.5	122	61
846	688	1127	1138	518	22.7	30.2	0.8217	1	3.6	127	58
842	711	1077	1160	516	22.3	30.4	0.8063	1	4.0	110	59
840	722	1048	1169	507	22.1	30.5	0.7981	1	4.2	98	54
815	657	1166	1098	490	22.1	29.5	0.7761	1	3.1	146	69
838	685	1176	1121	465	23.4	27.1	0.7681	1	3.5	119	54
992	987	823	1327	781	23.1	27.0	0.7538	3	10.3	234	95
990	891	908	1278	765	21.5	31.4	0.7943	2	7.8	261	99
1066	1004	795	1384	1006	20.3	35.5	0.8330	3	10.7	371	127
971	870	911	1287	798	19.6	36.3	0.8193	2	7.3	266	98
963	887	853	1311	938	18.7	39.7	0.8482	2	7.7	268	112
1010	925	829	1351	996	18.0	42.7	0.8745	2	8.6	294	115
1054	978	768	1398	1109	17.1	47.6	0.9208	2	10.0	303	114
998	920	802	1365	1042	16.6	51.3	0.9634	2	8.5	241	103
919	802	891	1265	940	15.9	55.2	0.9881	1	5.8	142	81
884	764	921	1247	900	14.9	58.9	0.9891	1	5.0	110	75
820	674	1024	1188	790	14.0	62.6	0.9948	1	3.4	104	64
894	794	889	1266	908	14.1	61.7	0.9844	1	5.6	179	71
988	941	801	1399	1035	14.4	60.3	0.9802	2	9.0	361	99
1372	1477	542	1973	1556	15.0	57.7	0.9778	6	26.9	799	132
1209	1262	618	1708	1392	16.9	50.3	0.9580	4	18.8	614	135
951	908	873	1314	904	19.7	40.2	0.9108	2	8.2	275	94
992	943	847	1351	936	22.2	33.6	0.8886	2	9.1	325	103
964	947	862	1328	907	23.7	29.6	0.8537	2	9.2	327	123
917	910	886	1275	744	21.9	30.7	0.7961	2	8.3	252	95
937	942	852	1276	773	22.3	29.5	0.7838	2	9.1	226	90
961	949	853	1306	812	23.8	27.0	0.7845	2	9.2	230	99
969	962	829	1316	856	23.3	28.3	0.8012	2	9.6	244	107
1020	1042	788	1401	927	24.2	27.2	0.8128	2	11.8	251	112
1107	1219	683	1582	1131	25.1	25.8	0.8065	3	17.3	346	132
1119	1233	670	1539	1270	22.3	29.2	0.7773	4	17.8	407	148
1173	1322	633	1679	1365	20.8	32.5	0.7873	4	20.9	490	158
1097	1144	702	1517	1274	19.1	36.8	0.8066	4	14.9	434	145
1018	1024	758	1400	1169	18.1	39.9	0.8232	2	11.3	345	128
932	914	837	1298	1000	17.4	42.8	0.8463	2	8.4	192	105
897	849	891	1253	910	16.7	46.6	0.8793	1	6.8	157	90
840	758	994	1189	829	17.1	46.8	0.9054	1	4.9	148	85
802	680	1091	1137	756	15.3	51.9	0.8982	1	3.5	105	73
765	637	1138	1113	742	15.0	52.8	0.8929	1	2.8	141	74
748	595	1208	1089	677	12.8	59.8	0.8801	1	2.2	107	61
791	704	1057	1154	748	11.9	62.7	0.8726	1	3.9	166	69
875	871	890	1253	890	12.1	62.6	0.8825	1	7.3	241	82
1085	1164	707	1503	1155	13.5	58.2	0.8944	2	15.5	368	120
1268	1482	550	1849	1533	14.4	55.7	0.9087	4	27.1	498	135
1236	1332	601	1683	1550	17.8	45.7	0.9224	4	21.3	641	152
1274	1294	615	1595	2236	21.0	37.2	0.9155	4	19.9	667	177
1250	1280	618	1663	2178	24	30	1	3	19.4	550	181
1224	1347	602	1670	1901	26.4	26.4	0.8969	4	21.8	483	176
1220	1344	605	1676	1743	25.2	26.8	0.8451	4	21.7	524	163
1166	1265	640	1570	1502	26.1	24.8	0.8283	3	18.9	481	174
1050	1084	748	1402	1153	26.2	24.4	0.8174	2	13.0	305	117
1174	1264	670	1598	1287	28.9	21.3	0.8382	3.2	18.8	396	145
1323	1474	554	1854	1547	28.0	23.3	0.8681	4.8	26.8	501	173
1432	1706	488	2098	1842	24.7	27.9	0.8559	6.7	36.9	702	204
1479	1756	466	2165	1908	23.0	33.6	0.9302	7.5	39.3	755	209
1309	1379	555	1841	1693	20.9	45.8	1.1159	4.5	23.1	524	175
1089	1037	707	1480	1336	19.8	48.6	1.1130	2.1	11.6	247	129
1009	911	788	1359	1177	19.8	47.7	1.0885	1.5	8.3	196	111
930	796	883	1263	977	18.6	49.1	1.0435	1.1	5.7	135	85
929	805	879	1270	974	17.2	53.9	1.0498	1.1	5.9	146	86
872	718	981	1223	872	16.3	56.8	1.0470	0.9	4.1	106	71
790	601	1150	1157	734	17.4	53.4	1.0541	0.5	2.2	70	60
769	586	1221	1134	650	17.1	52.5	1.0130	0.4	2.0	60	45
852	713	1029	1203	749	15.2	58.3	0.9986	0.7	4.0	92	53
1100	1097	739	1516	1106	14.9	59.2	0.9985	2	13.4	277	94
1326	1504	510	1968	1609	15.1	59.0	1.0086	4.2	28.0	600	122
1433	1518	499	1973	1770	19.0	47.8	1.0434	5.2	28.6	693	170
1310	1334	573	1747	1633	22.4	38.8	1.0400	3.8	21.4	617	174
1304	1272	593	1673	1583	25.4	33.3	1.0679	3.7	19.1	569	191
1286	1286	593	1728	1449	27.2	30.4	1.0810	3.4	19.6	409	179
1217	1175	621	1644	1451	25.5	34.8	1.1152	3.1	15.8	335	148
1104	1099	698	1483	1147	26.4	28.5	0.9658	2.4	13.5	290	129
1143	1176	677	1551	1108	27.7	25.1	0.9158	2.8	15.9	312	148
1205	1295	626	1613	1267	28.6	23.2	0.8917	3.6	19.9	440	184
1276	1340	597	1677	1303	27.2	26.3	0.9317	4	21.6	450	188
1440	1573	491	1997	1643	25.3	33.0	1.0473	5.6	31.0	578	204
1467	1643	467	2088	1749	23.2	36.9	1.0346	6.3	34.1	615	201
1339	1373	541	1797	1585	21.6	43.3	1.1019	4.7	22.8	536	165
1108	1061	685	1454	1315	21.1	44.8	1.1088	1.9	12.3	238	133
1116	1012	699	1445	1290	19.7	49.3	1.1148	1.9	10.9	249	125
981	860	812	1298	1059	20.3	47.8	1.1281	1.2	7.1	150	101
947	798	869	1276	943	19.4	50.3	1.1201	0.9	5.7	108	79
1200	1021	678	1510	1157	24.6	44.1	1.3477	1.7	11.2	223	101
1290	1151	613	1638	1219	25.6	43.4	1.4049	2.2	15.1	267	113
1366	1223	578	1744	1288	26.1	42.6	1.4172	2.8	17.4	308	121
1505	1388	516	1978	1503	25.8	44.8	1.4644	3.9	23.4	422	146
1728	1683	419	2365	1861	25.4	47.9	1.5346	6.5	35.9	623	188
1673	1643	436	2259	1781	24.6	50.0	1.5241	6.3	34.0	572	182
1636	1553	449	2130	1745	23.6	54.4	1.5687	5.7	30.1	514	166
1468	1296	529	1854	1590	22.6	59.5	1.6155	4.4	20.0	414	142
1180	997	677	1549	1127	22.1	61.3	1.6133	1.6	10.5	143	84
1138	938	700	1500	1098	22.1	61.3	1.6053	1.5	9.0	147	87
1192	1004	665	1577	1176	21.1	64.7	1.5956	1.7	10.7	159	91
1176	993	659	1572	1178	20.3	66.4	1.5591	1.9	10.4	206	91
1137	967	687	1557	1091	19.4	69.3	1.5418	1.6	9.7	140	74
1035	851	764	1465	1002	19.0	70.8	1.5417	1.3	6.9	132	69
904	655	968	1326	824	19.8	67.2	1.5322	0.6	3.0	81	54
966	726	872	1371	892	19.0	70.3	1.5308	0.7	4.3	120	60
1124	972	674	1568	1092	18.8	71.8	1.5372	1.6	9.8	279	69
1348	1217	559	1816	1413	20.2	66.3	1.5550	2.9	17.2	392	91
1499	1501	469	2130	1565	20.8	64.3	1.5630	4.1	27.9	433	97
1427	1311	503	1900	1594	22.3	59.3	1.5705	3.7	20.5	531	114
1473	1330	497	1908	1677	23.2	56.6	1.5929	4	21.2	619	129
1440	1294	506	1879	1616	23.8	54.7	1.5870	3.4	19.9	522	137
1474	1326	485	1943	1610	23.5	56.2	1.6048	3.7	21.1	505	134
1485	1359	477	2005	1614	23.9	54.4	1.5963	4.1	22.3	465	132
1306	1079	603	1668	1286	25.4	47.4	1.5170	2.4	12.9	278	105
1464	1251	530	1853	1487	26.4	45.4	1.5400	3.4	18.4	372	136
1629	1466	458	2130	1703	25.8	46.9	1.5375	5.6	26.5	540	169
1342	1157	572	1707	1195	28.6	37.6	1.4468	2.9	15.3	267	87
1623	1522	447	2110	1618	28.0	38.5	1.4370	5.4	28.8	398	111
1576	1458	463	2024	1637	25.2	45.8	1.4464	5.3	26.1	418	119
1747	1709	399	2370	1876	24.0	50.6	1.4892	6.7	37.1	515	128
1757	1680	396	2280	1959	23.2	54.7	1.5296	7	35.7	669	117
1331	1194	559	1715	1477	22.3	57.1	1.5219	2.8	16.5	326	92
1182	1016	658	1572	1210	21.8	58.2	1.5036	1.7	11.0	209	73
1162	1008	658	1556	1160	20.9	61.3	1.4923	1.7	10.8	183	60
1147	964	668	1517	1116	20.6	62.0	1.4827	1.7	9.6	165	60
1040	836	762	1423	974	20.3	62.5	1.4720	1.2	6.5	111	53
920	688	920	1317	820	20.5	62.1	1.4771	1	3.6	67	47
954	731	865	1360	839	18.2	70.3	1.4498	1	4.4	88	43
981	790	817	1390	898	18.2	70.1	1.4552	1	5.5	147	47
1147	1009	653	1589	1096	18.2	70.0	1.4519	2	10.8	279	50
1606	1578	440	2205	1786	19.4	66.5	1.4801	6	31.2	665	81
1490	1424	465	2033	1604	19.5	66.9	1.4999	4	24.8	592	75
1473	1409	483	1984	1637	21.1	61.1	1.5056	4	24.2	557	87
1582	1539	435	2141	1827	23.2	54.7	1.5349	5	29.5	693	128
1468	1323	496	1913	1641	24.4	52.5	1.5807	4	21.0	530	105
1413	1285	518	1883	1505	26.4	45.8	1.5530	3	19.6	412	101
1400	1331	520	1916	1465	27.7	39.2	1.4356	4	21.2	366	100
1361	1238	548	1805	1368	28.0	39.6	1.4738	3	18.0	344	98
1389	1311	525	1845	1748	28.7	38.4	1.4860	4	20.5	339	98
1305	1167	586	1690	1301	28.5	39.4	1.5147	2	15.6	297	98
1354	1275	543	1799	1338	28.4	39.8	1.5191	3	19.2	294	90
1352	1296	534	1846	1337	26.4	45.9	1.5572	2	20.0	211	84
1472	1327	497	1895	1516	25.2	49.5	1.5665	3	21.1	323	101
1412	1256	525	1797	1435	24.9	50.9	1.5856	3	18.6	333	98
1221	1061	619	1615	1178	24.6	52.2	1.5951	2	12.3	163	76
1230	990	652	1559	1111	24.0	54.4	1.6049	2	10.3	151	71
1247	961	666	1569	1112	23.8	56.1	1.6298	2	9.6	167	71
1217	975	665	1565	1109	22.3	60.6	1.6080	2	9.9	174	66
1158	923	673	1519	1072	21.9	61.5	1.5967	1	8.6	142	62
1150	871	697	1502	1030	21.1	64.5	1.5940	1	7.3	155	58
1062	770	780	1450	922	21.3	63.9	1.5951	1	5.1	96	48
1157	890	681	1549	1054	20.8	66.7	1.6201	1	7.8	154	53
1167	907	681	1548	1082	20.6	67.5	1.6210	1	8.2	211	55
1403	1229	523	1872	1365	20.9	66.3	1.6165	3	17.6	381	63
1453	1298	489	1940	1497	21.5	63.7	1.6186	3	20.1	470	69
1455	1260	502	1868	1540	23.7	56.0	1.6238	3	18.7	464	84
1512	1282	498	1899	1554	26.0	48.2	1.5980	4	19.5	450	95
1331	1082	588	1689	1252	28.5	42.4	1.6286	2	13.0	274	80
1472	1246	512	1873	1455	28.1	45.3	1.6957	3	18.2	306	87
1430	1187	539	1812	1339	29.0	43.9	1.7309	3	16.2	308	94
1264	1016	624	1650	1062	28.9	44.3	1.7392	2	11.0	186	76
1378	1177	548	1775	1266	29.6	42.3	1.7248	3	15.9	238	92
1377	1123	578	1716	1223	29.4	42.9	1.7308	3	14.2	249	94
1527	1293	502	1907	1469	28.7	45.1	1.7468	4	19.9	378	110
1573	1343	470	1990	1553	27.0	51.2	1.7928	4	21.7	386	109
1674	1447	448	2065	1689	26.5	52.7	1.7966	5	25.7	461	122
1455	1218	535	1796	1387	26.2	51.7	1.7334	4	17.3	394	107
1242	1022	630	1641	1139	24.8	56.4	1.7447	2	11.2	266	83
1181	935	701	1565	960	24.9	56.0	1.7367	2	8.9	158	62
1468	1155	565	1738	1293	24.5	57.5	1.7433	3	15.2	319	89
1520	1217	552	1812	1357	24.7	56.9	1.7438	4	17.2	409	103
1203	1046	621	1664	1103	23.9	59.2	1.7327	2	11.9	223	74
1096	903	732	1560	857	23.8	60.2	1.7515	1	8.1	107	52
952	695	910	1429	627	22.2	65.6	1.7355	1	3.7	56	39
1082	825	753	1526	930	21.3	69.1	1.7275	1	6.3	163	59
1095	886	705	1574	1001	21.3	68.2	1.7127	1	7.7	187	56
1049	826	765	1521	917	22.2	65.2	1.7256	1	6.3	150	51
1055	795	807	1494	834	24.1	59.0	1.7449	1	5.6	103	51
1074	767	814	1489	796	24.3	61.6	1.8468	1	5.1	143	58
1229	941	680	1653	1040	24.8	59.6	1.8351	2	9.0	220	68
1228	952	668	1622	1110	24.5	58.8	1.7838	2	9.3	301	81
1107	807	768	1546	836	21.0	76.8	1.8881	2	5.9	214	73
1031	732	872	1476	704	19.8	78.0	1.7879	1	4.4	162	69
1155	804	815	1510	773	19.4	80.5	1.7917	2	5.8	232	81
1131	841	784	1531	811	19.6	79.1	1.7877	2	6.6	254	82
1143	890	744	1578	848	20.8	73.1	1.7695	2	7.8	224	71
1145	915	733	1586	892	21.1	68.6	1.7014	2	8.4	247	81
1169	910	726	1563	992	21.1	68.3	1.6914	2	8.3	334	87
1105	905	734	1576	950	21.2	67.7	1.6848	2	8.1	239	72
1049	817	806	1517	882	20.8	68.6	1.6719	1	6.1	168	63
1069	844	767	1527	883	20.8	68.1	1.6585	2	6.7	185	63
1073	838	768	1549	892	20.7	68.4	1.6507	2	6.6	178	63
1039	817	799	1502	836	20.1	70.5	1.6384	1	6.1	132	55
1021	811	794	1502	837	20.2	67.9	1.5901	1	6.0	135	52
825	536	1203	1302	498	19.4	70.4	1.5663	1	1.4	39	32
847	576	1139	1321	507	17.9	77.7	1.5795	0	1.9	33	29
903	679	956	1385	660	18.2	76.9	1.5945	1	3.4	90	44
1041	865	757	1486	902	18.6	74.9	1.5918	1	7.2	164	53
1314	1267	559	1888	1240	19.6	70.3	1.5821	3	19.0	336	62
1326	1416	499	1971	1395	20.2	66.6	1.5567	4	24.5	366	68
1464	1444	475	2049	1625	19.7	68.9	1.5638	5	25.6	565	85
1313	1213	564	1789	1359	19.2	73.4	1.6192	3	17.1	536	88
1202	1058	647	1623	1152	20.0	69.6	1.6070	2.3	12.3	416	82
1225	1155	607	1738	1159	21.1	64.0	1.5795	2.7	15.2	379	91
1257	1248	557	1837	1179	20.2	67.4	1.5832	3.1	18.3	368	87
1271	1217	566	1810	1227	20.2	68.9	1.6074	3.2	17.2	444	90
1179	1120	634	1667	1119	21.9	57.6	1.4942	2.5	14.1	352	97
1278	1248	574	1814	1243	23.2	52.0	1.4642	3.4	18.3	375	99
1435	1429	499	2072	1449	21.7	59.1	1.5115	4.8	25.0	479	109
1326	1356	525	1966	1405	20.8	61.4	1.4898	4.5	22.2	448	95
1324	1335	537	1920	1444	19.9	64.2	1.4711	4	21.4	388	80
1206	1185	592	1751	1386	19.7	65.1	1.4769	3.2	16.2	376	76
1052	987	700	1556	1102	20.0	63.3	1.4672	1.9	10.3	224	62
1057	934	743	1525	1041	19.0	66.1	1.4415	1.9	8.9	206	57
952	833	846	1381	881	18.8	60.9	1.3032	1.3	6.5	143	57
911	769	919	1340	791	18.9	60.7	1.3110	1.1	5.1	113	54
898	742	915	1345	796	18.1	65.2	1.3430	1	4.6	93	50
809	593	1134	1277	647	18.3	65.1	1.3529	0.5	2.1	58	44
814	666	1029	1311	719	17.8	67.5	1.3674	0.5	3.2	56	34
857	705	982	1312	733	16.9	66.7	1.2772	0.8	3.9	105	44
935	810	881	1356	835	17.8	60.6	1.2276	1.2	6.0	243	74
1159	1110	671	1650	1094	17.6	60.8	1.2151	2.7	13.8	492	101
1102	1141	648	1594	1114	17.9	57.8	1.1751	3	14.8	435	103
896	809	882	1257	788	15.4	53.2	0.9246	1.5	5.9	286	78
882	776	932	1222	760	16.5	49.9	0.9289	1.2	5.3	281	72
1597	1573	424	2307	1956	24.8	57.7	1.7765	4.7	30.9	652	167
1884	1846	348	2595	2203	24.6	58.9	1.8005	8	43.7	895	194
1835	1770	358	2474	2073	23.9	61.8	1.8088	7.7	40.0	826	172
1759	1684	373	2378	1923	23.0	65.9	1.8319	6.8	35.9	648	134
1666	1553	409	2170	1780	22.4	67.7	1.8161	6	30.1	629	130
1506	1360	458	1944	1609	22.0	69.2	1.8061	4.7	22.3	529	113
1378	1229	511	1820	1466	21.8	69.6	1.7900	3.4	17.7	405	99
1448	1283	496	1877	1504	21.9	68.3	1.7699	3.9	19.5	461	109
1481	1359	467	1957	1518	21.7	69.7	1.7872	4.4	22.3	486	105
1289	1161	552	1765	1289	21.3	70.3	1.7574	3.3	15.4	335	91
1109	951	664	1570	1076	20.8	71.7	1.7415	2	9.3	210	77
966	771	830	1420	900	21.3	69.5	1.7447	0.8	5.1	149	60
1088	932	706	1565	1034	21.5	67.5	1.7080	1.3	8.8	203	72
1303	1198	578	1791	1235	21.9	64.8	1.6830	2.7	16.6	332	83
1440	1412	494	2016	1455	22.6	61.4	1.6645	3.6	24.3	446	104
1392	1313	517	1866	1478	22.6	61.5	1.6636	3.6	20.6	524	119
1248	1167	572	1704	1393	25.5	52.3	1.6796	2.6	15.6	347	105
1197	1058	634	1626	1237	27.0	47.6	1.6700	2	12.2	273	91
1357	1230	542	1834	1373	25.2	53.3	1.6834	3.3	17.7	404	103
1261	1148	585	1733	1287	27.2	48.5	1.7172	2.1	15.0	312	111
1382	1200	539	1807	1413	26.9	50.0	1.7507	2.9	16.7	369	101
1400	1230	519	1864	1483	26.5	52.2	1.7769	3	17.7	362	102
1443	1322	488	1933	1539	27.0	51.0	1.7936	3.2	20.9	335	101
1630	1520	427	2166	1691	25.9	55.8	1.8347	4.4	28.7	447	118
1720	1661	382	2403	1846	25.1	59.4	1.8632	6	34.8	576	120
1600	1492	432	2160	1665	24.7	58.7	1.8001	5	27.5	486	107
1525	1427	450	2085	1577	23.6	62.2	1.7863	4.3	24.9	439	104
1544	1409	448	2048	1603	22.4	67.1	1.7940	4.3	24.2	462	91
1455	1357	466	1964	1530	21.6	69.2	1.7630	4.2	22.2	441	91
1203	1090	593	1655	1205	21.3	68.5	1.7164	2.2	13.2	223	74
1038	895	714	1474	999	21.2	68.6	1.7046	1.3	7.9	126	63
975	807	788	1423	904	20.3	70.6	1.6659	1	5.9	116	57
960	804	802	1435	886	18.7	74.4	1.5861	0.9	5.8	198	49
982	834	770	1435	911	19.8	69.2	1.5808	1	6.5	185	55
1359	1282	541	1912	1319	19.8	69.4	1.5859	2.8	19.5	425	78
1500	1503	437	2158	1927	20.4	66.7	1.5781	4.1	28.0	465	91
1315	1261	535	1830	1554	22.3	60.6	1.6069	2.9	18.7	341	88
1307	1248	525	1787	1565	22.6	59.9	1.6246	2.7	18.3	316	83
1235	1125	574	1704	1462	24.5	54.5	1.6514	2.1	14.3	241	81
1310	1194	538	1781	1487	24.4	55.4	1.6712	2.4	16.5	266	83
1459	1375	467	2007	1690	26.0	51.9	1.7148	3.8	22.9	412	111
